indx,T,PE,rU,nSi,nC,nacc_insSi,nacc_delSi,nacc_insC,nacc_delC,GammaO,Eslab,EbulkAgO,EbulkO,Phi,A,redPot
8104,477.16476,-497.6663,,36,38,0,2,3,3,,,,,,,-44.239857
8105,460.89008,-497.57508,,36,38,0,2,3,3,,,,,,,-44.148637
8106,447.24164,-497.49617,,36,38,0,2,3,3,,,,,,,-44.069728
8107,439.20245,-497.45644,,36,38,0,2,3,3,,,,,,,-44.030003
8108,437.25167,-497.4606,,36,38,0,2,3,3,,,,,,,-44.034156
8109,442.1229,-497.51607,,36,38,0,2,3,3,,,,,,,-44.089632
8110,454.61341,-497.63127,,36,38,0,2,3,3,,,,,,,-44.204825
8111,474.05072,-497.80195,,36,38,0,2,3,3,,,,,,,-44.375514
8112,496.77094,-497.99752,,36,38,0,2,3,3,,,,,,,-44.571084
8113,521.97351,-498.21444,,36,38,0,2,3,3,,,,,,,-44.788004
8114,547.89821,-498.44143,,36,38,0,2,3,3,,,,,,,-45.014986
8115,570.9645,-498.65181,,36,38,0,2,3,3,,,,,,,-45.225366
8116,586.14966,-498.80605,,36,38,0,2,3,3,,,,,,,-45.379613
8117,588.11701,-498.86023,,36,38,0,2,3,3,,,,,,,-45.433793
8118,576.62758,-498.81318,,36,38,0,2,3,3,,,,,,,-45.386742
8119,554.41025,-498.68677,,36,38,0,2,3,3,,,,,,,-45.260327
8120,524.91341,-498.50607,,36,38,0,2,3,3,,,,,,,-45.079629
8121,496.21195,-498.33718,,36,38,0,2,3,3,,,,,,,-44.910739
8122,472.30753,-498.21049,,36,38,0,2,3,3,,,,,,,-44.784047
8123,452.45177,-498.11497,,36,38,0,2,3,3,,,,,,,-44.688529
8124,431.76908,-498.00269,,36,38,0,2,3,3,,,,,,,-44.576253
8125,412.07227,-497.88678,,36,38,0,2,3,3,,,,,,,-44.46034
8126,395.24397,-497.78228,,36,38,0,2,3,3,,,,,,,-44.355838
8127,382.88834,-497.70242,,36,38,0,2,3,3,,,,,,,-44.275979
8128,382.43442,-497.71429,,36,38,0,2,3,3,,,,,,,-44.287854
8129,393.47876,-497.81439,,36,38,0,2,3,3,,,,,,,-44.38795
8130,409.75931,-497.94595,,36,38,0,2,3,3,,,,,,,-44.519506
8131,430.52289,-498.10198,,36,38,0,2,3,3,,,,,,,-44.675537
8132,452.61553,-498.25381,,36,38,0,2,3,3,,,,,,,-44.827366
8133,472.99416,-498.37419,,36,38,0,2,3,3,,,,,,,-44.94775
8134,490.63225,-498.45445,,36,38,0,2,3,3,,,,,,,-45.028012
8135,505.93819,-498.49908,,36,38,0,2,3,3,,,,,,,-45.072644
8136,518.91022,-498.50921,,36,38,0,2,3,3,,,,,,,-45.082768
8137,529.52829,-498.48641,,36,38,0,2,3,3,,,,,,,-45.059974
8138,541.23761,-498.46423,,36,38,0,2,3,3,,,,,,,-45.037793
8139,554.28084,-498.44816,,36,38,0,2,3,3,,,,,,,-45.021723
8140,568.37727,-498.44048,,36,38,0,2,3,3,,,,,,,-45.014044
8141,580.32613,-498.41834,,36,38,0,2,3,3,,,,,,,-44.991896
8142,586.2282,-498.35296,,36,38,0,2,3,3,,,,,,,-44.926519
8143,578.07177,-498.17692,,36,38,0,2,3,3,,,,,,,-44.750482
8144,560.95594,-497.93774,,36,38,0,2,3,3,,,,,,,-44.511303
8145,546.57394,-497.73816,,36,38,0,2,3,3,,,,,,,-44.311719
8146,540.46012,-497.62409,,36,38,0,2,3,3,,,,,,,-44.197652
8147,538.84095,-497.5589,,36,38,0,2,3,3,,,,,,,-44.132462
8148,541.0844,-497.53611,,36,38,0,2,3,3,,,,,,,-44.109672
8149,542.44123,-497.51257,,36,38,0,2,3,3,,,,,,,-44.086129
8150,540.15313,-497.46348,,36,38,0,2,3,3,,,,,,,-44.03704
8151,537.25967,-497.41591,,36,38,0,2,3,3,,,,,,,-43.989472
8152,536.89387,-497.39747,,36,38,0,2,3,3,,,,,,,-43.971032
8153,540.86425,-497.42449,,36,38,0,2,3,3,,,,,,,-43.99805
8154,547.46468,-497.48268,,36,38,0,2,3,3,,,,,,,-44.056241
8155,553.44746,-497.54531,,36,38,0,2,3,3,,,,,,,-44.118873
8156,556.1766,-497.5926,,36,38,0,2,3,3,,,,,,,-44.166162
8157,555.0863,-497.62522,,36,38,0,2,3,3,,,,,,,-44.198784
8158,549.21349,-497.64201,,36,38,0,2,3,3,,,,,,,-44.215571
8159,536.54653,-497.63238,,36,38,0,2,3,3,,,,,,,-44.205939
8160,517.58585,-497.60353,,36,38,0,2,3,3,,,,,,,-44.177085
8161,495.68983,-497.57867,,36,38,0,2,3,3,,,,,,,-44.152233
8162,474.9416,-497.57779,,36,38,0,2,3,3,,,,,,,-44.15135
8163,457.75412,-497.60277,,36,38,0,2,3,3,,,,,,,-44.176327
8164,443.7014,-497.63424,,36,38,0,2,3,3,,,,,,,-44.207802
8165,433.27775,-497.66975,,36,38,0,2,3,3,,,,,,,-44.243313
8166,426.17137,-497.70666,,36,38,0,2,3,3,,,,,,,-44.280224
8167,422.49616,-497.74963,,36,38,0,2,3,3,,,,,,,-44.323194
8168,421.70367,-497.79798,,36,38,0,2,3,3,,,,,,,-44.371536
8169,424.28046,-497.85981,,36,38,0,2,3,3,,,,,,,-44.433373
8170,429.53637,-497.93179,,36,38,0,2,3,3,,,,,,,-44.505351
8171,437.39538,-498.01544,,36,38,0,2,3,3,,,,,,,-44.589003
8172,446.52618,-498.10047,,36,38,0,2,3,3,,,,,,,-44.674026
8173,455.3145,-498.1738,,36,38,0,2,3,3,,,,,,,-44.747357
8174,460.8181,-498.20995,,36,38,0,2,3,3,,,,,,,-44.783507
8175,462.47404,-498.20465,,36,38,0,2,3,3,,,,,,,-44.778209
8176,463.45801,-498.18683,,36,38,0,2,3,3,,,,,,,-44.760389
8177,467.2257,-498.18767,,36,38,0,2,3,3,,,,,,,-44.761226
8178,476.5766,-498.23251,,36,38,0,2,3,3,,,,,,,-44.806068
8179,490.7351,-498.315,,36,38,0,2,3,3,,,,,,,-44.888559
8180,505.99087,-498.40334,,36,38,0,2,3,3,,,,,,,-44.976899
8181,515.60782,-498.43917,,36,38,0,2,3,3,,,,,,,-45.012728
8182,515.94863,-498.39203,,36,38,0,2,3,3,,,,,,,-44.965595
8183,509.25403,-498.28307,,36,38,0,2,3,3,,,,,,,-44.856632
8184,500.65501,-498.15796,,36,38,0,2,3,3,,,,,,,-44.731523
8185,493.9764,-498.04961,,36,38,0,2,3,3,,,,,,,-44.623169
8186,489.91976,-497.96275,,36,38,0,2,3,3,,,,,,,-44.536314
8187,489.0584,-497.90143,,36,38,0,2,3,3,,,,,,,-44.474988
8188,491.72011,-497.86784,,36,38,0,2,3,3,,,,,,,-44.441396
8189,499.57326,-497.87688,,36,38,0,2,3,3,,,,,,,-44.450438
8190,512.09231,-497.92436,,36,38,0,2,3,3,,,,,,,-44.497922
8191,527.18122,-497.99303,,36,38,0,2,3,3,,,,,,,-44.566586
8192,541.78197,-498.05798,,36,38,0,2,3,3,,,,,,,-44.631539
8193,555.44318,-498.11843,,36,38,0,2,3,3,,,,,,,-44.691993
8194,568.83038,-498.18375,,36,38,0,2,3,3,,,,,,,-44.757312
8195,579.06237,-498.23116,,36,38,0,2,3,3,,,,,,,-44.804722
8196,585.22965,-498.2557,,36,38,0,2,3,3,,,,,,,-44.829256
8197,589.35394,-498.27808,,36,38,0,2,3,3,,,,,,,-44.851644
8198,591.67784,-498.30279,,36,38,0,2,3,3,,,,,,,-44.876345
8199,589.41005,-498.3068,,36,38,0,2,3,3,,,,,,,-44.880361
8200,578.71196,-498.25692,,36,38,0,2,3,3,,,,,,,-44.830483
8201,556.07203,-498.12045,,36,38,0,2,3,3,,,,,,,-44.694014
8202,525.92462,-497.9333,,36,38,0,2,3,3,,,,,,,-44.506861
8203,494.50856,-497.74587,,36,38,0,2,3,3,,,,,,,-44.319429
8204,466.85642,-497.59755,,36,38,0,2,3,3,,,,,,,-44.171113
8205,446.1778,-497.51234,,36,38,0,2,3,3,,,,,,,-44.085896
8206,432.90764,-497.49056,,36,38,0,2,3,3,,,,,,,-44.064119
8207,425.60116,-497.51657,,36,38,0,2,3,3,,,,,,,-44.090127
8208,423.2769,-497.5798,,36,38,0,2,3,3,,,,,,,-44.153361
8209,426.01223,-497.68022,,36,38,0,2,3,3,,,,,,,-44.253777
8210,434.3885,-497.82341,,36,38,0,2,3,3,,,,,,,-44.39697
8211,446.35919,-497.99203,,36,38,0,2,3,3,,,,,,,-44.565588
8212,459.07681,-498.16192,,36,38,0,2,3,3,,,,,,,-44.735482
8213,467.79878,-498.29154,,36,38,0,2,3,3,,,,,,,-44.865103
8214,472.8686,-498.38502,,36,38,0,2,3,3,,,,,,,-44.958576
8215,475.02261,-498.44972,,36,38,0,2,3,3,,,,,,,-45.023277
8216,474.1658,-498.48512,,36,38,0,2,3,3,,,,,,,-45.05868
8217,471.58021,-498.50292,,36,38,0,2,3,3,,,,,,,-45.076478
8218,468.18758,-498.51139,,36,38,0,2,3,3,,,,,,,-45.084947
8219,462.43498,-498.49628,,36,38,0,2,3,3,,,,,,,-45.069839
8220,452.8017,-498.44313,,36,38,0,2,3,3,,,,,,,-45.01669
8221,440.82653,-498.3645,,36,38,0,2,3,3,,,,,,,-44.938057
8222,431.54522,-498.30454,,36,38,0,2,3,3,,,,,,,-44.878098
8223,426.72202,-498.27774,,36,38,0,2,3,3,,,,,,,-44.851296
8224,426.596,-498.28471,,36,38,0,2,3,3,,,,,,,-44.85827
8225,431.54509,-498.327,,36,38,0,2,3,3,,,,,,,-44.900558
8226,440.62689,-498.39377,,36,38,0,2,3,3,,,,,,,-44.967325
8227,451.62743,-498.46243,,36,38,0,2,3,3,,,,,,,-45.035992
8228,464.08119,-498.52649,,36,38,0,2,3,3,,,,,,,-45.100053
8229,477.78288,-498.58271,,36,38,0,2,3,3,,,,,,,-45.156271
8230,490.31211,-498.60955,,36,38,0,2,3,3,,,,,,,-45.183114
8231,501.03995,-498.604,,36,38,0,2,3,3,,,,,,,-45.177556
8232,508.93749,-498.56101,,36,38,0,2,3,3,,,,,,,-45.134575
8233,515.26877,-498.49747,,36,38,0,2,3,3,,,,,,,-45.07103
8234,521.08348,-498.42791,,36,38,0,2,3,3,,,,,,,-45.001469
8235,526.36862,-498.35675,,36,38,0,2,3,3,,,,,,,-44.930314
8236,530.47012,-498.28172,,36,38,0,2,3,3,,,,,,,-44.855282
8237,531.66928,-498.1898,,36,38,0,2,3,3,,,,,,,-44.763363
8238,530.65109,-498.08842,,36,38,0,2,3,3,,,,,,,-44.661978
8239,527.92141,-497.98204,,36,38,0,2,3,3,,,,,,,-44.555598
8240,524.631,-497.88013,,36,38,0,2,3,3,,,,,,,-44.453692
8241,521.8612,-497.79103,,36,38,0,2,3,3,,,,,,,-44.364589
8242,521.11221,-497.72705,,36,38,0,2,3,3,,,,,,,-44.300609
8243,522.91897,-497.69202,,36,38,0,2,3,3,,,,,,,-44.265585
8244,524.68827,-497.66211,,36,38,0,2,3,3,,,,,,,-44.235673
8245,523.56202,-497.6115,,36,38,0,2,3,3,,,,,,,-44.185057
8246,520.36613,-497.54722,,36,38,0,2,3,3,,,,,,,-44.120784
8247,517.459,-497.48975,,36,38,0,2,3,3,,,,,,,-44.063308
8248,519.10356,-497.47684,,36,38,0,2,3,3,,,,,,,-44.050396
8249,524.73315,-497.50318,,36,38,0,2,3,3,,,,,,,-44.076739
8250,531.81585,-497.54667,,36,38,0,2,3,3,,,,,,,-44.120227
8251,538.67041,-497.59354,,36,38,0,2,3,3,,,,,,,-44.167097
8252,545.32333,-497.64553,,36,38,0,2,3,3,,,,,,,-44.219094
8253,550.52845,-497.69314,,36,38,0,2,3,3,,,,,,,-44.2667
8254,553.62058,-497.73202,,36,38,0,2,3,3,,,,,,,-44.30558
8255,554.16862,-497.75975,,36,38,0,2,3,3,,,,,,,-44.333307
8256,550.64083,-497.76352,,36,38,0,2,3,3,,,,,,,-44.33708
8257,541.01454,-497.72508,,36,38,0,2,3,3,,,,,,,-44.29864
8258,527.50614,-497.6632,,36,38,0,2,3,3,,,,,,,-44.236757
8259,514.16174,-497.61254,,36,38,0,2,3,3,,,,,,,-44.186097
8260,502.33203,-497.58344,,36,38,0,2,3,3,,,,,,,-44.157003
8261,492.10019,-497.57492,,36,38,0,2,3,3,,,,,,,-44.14848
8262,482.01491,-497.57193,,36,38,0,2,3,3,,,,,,,-44.145487
8263,471.04157,-497.56262,,36,38,0,2,3,3,,,,,,,-44.136177
8264,460.78731,-497.55876,,36,38,0,2,3,3,,,,,,,-44.132322
8265,453.92436,-497.58233,,36,38,0,2,3,3,,,,,,,-44.155892
8266,449.85753,-497.62643,,36,38,0,2,3,3,,,,,,,-44.199994
8267,447.51003,-497.68021,,36,38,0,2,3,3,,,,,,,-44.253769
8268,448.08395,-497.754,,36,38,0,2,3,3,,,,,,,-44.327562
8269,451.65803,-497.84871,,36,38,0,2,3,3,,,,,,,-44.422274
8270,455.36909,-497.93886,,36,38,0,2,3,3,,,,,,,-44.512415
8271,459.14534,-498.02428,,36,38,0,2,3,3,,,,,,,-44.597839
8272,462.94438,-498.10522,,36,38,0,2,3,3,,,,,,,-44.678783
8273,466.42074,-498.17928,,36,38,0,2,3,3,,,,,,,-44.752835
8274,469.11728,-498.24299,,36,38,0,2,3,3,,,,,,,-44.816546
8275,470.69394,-498.29399,,36,38,0,2,3,3,,,,,,,-44.867548
8276,469.34507,-498.31633,,36,38,0,2,3,3,,,,,,,-44.88989
8277,465.78789,-498.3166,,36,38,0,2,3,3,,,,,,,-44.89016
8278,459.75138,-498.29202,,36,38,0,2,3,3,,,,,,,-44.865584
8279,452.44284,-498.25294,,36,38,0,2,3,3,,,,,,,-44.826495
8280,444.60263,-498.20504,,36,38,0,2,3,3,,,,,,,-44.7786
8281,437.84404,-498.16167,,36,38,0,2,3,3,,,,,,,-44.735228
8282,434.10228,-498.13873,,36,38,0,2,3,3,,,,,,,-44.712293
8283,435.38853,-498.15253,,36,38,0,2,3,3,,,,,,,-44.726088
8284,441.6129,-498.20009,,36,38,0,2,3,3,,,,,,,-44.773651
8285,451.7865,-498.27025,,36,38,0,2,3,3,,,,,,,-44.843805
8286,465.03798,-498.35325,,36,38,0,2,3,3,,,,,,,-44.92681
8287,479.91475,-498.43504,,36,38,0,2,3,3,,,,,,,-45.008605
8288,493.69767,-498.49154,,36,38,0,2,3,3,,,,,,,-45.065099
8289,507.94917,-498.53903,,36,38,0,2,3,3,,,,,,,-45.112592
8290,522.392,-498.57827,,36,38,0,2,3,3,,,,,,,-45.151831
8291,535.1463,-498.59674,,36,38,0,2,3,3,,,,,,,-45.170299
8292,545.74566,-498.59532,,36,38,0,2,3,3,,,,,,,-45.168879
8293,555.01397,-498.58592,,36,38,0,2,3,3,,,,,,,-45.159479
8294,560.68809,-498.55191,,36,38,0,2,3,3,,,,,,,-45.125473
8295,561.05632,-498.48059,,36,38,0,2,3,3,,,,,,,-45.054152
8296,560.10547,-498.40915,,36,38,0,2,3,3,,,,,,,-44.982709
8297,558.68631,-498.34531,,36,38,0,2,3,3,,,,,,,-44.918865
8298,554.02439,-498.26345,,36,38,0,2,3,3,,,,,,,-44.837005
8299,554.07102,-498.23476,,36,38,0,2,3,3,,,,,,,-44.808319
8300,560.81063,-498.27702,,36,38,0,2,3,3,,,,,,,-44.850577
8301,565.36533,-498.31129,,36,38,0,2,3,3,,,,,,,-44.884852
8302,556.65722,-498.23841,,36,38,0,2,3,3,,,,,,,-44.81197
8303,540.85586,-498.11298,,36,38,0,2,3,3,,,,,,,-44.686539
8304,520.9638,-497.95879,,36,38,0,2,3,3,,,,,,,-44.532345
8305,497.90049,-497.78013,,36,38,0,2,3,3,,,,,,,-44.35369
8306,472.98776,-497.58456,,36,38,0,2,3,3,,,,,,,-44.158117
8307,448.51105,-497.38864,,36,38,0,2,3,3,,,,,,,-43.962197
8308,424.48086,-497.18857,,36,38,0,2,3,3,,,,,,,-43.762126
8309,405.47613,-497.02263,,36,38,0,2,3,3,,,,,,,-43.59619
8310,397.45183,-496.94219,,36,38,0,2,3,3,,,,,,,-43.515753
8311,404.40858,-496.98136,,36,38,0,2,3,3,,,,,,,-43.554921
8312,426.02797,-497.1353,,36,38,0,2,3,3,,,,,,,-43.708855
8313,459.21321,-497.37486,,36,38,0,2,3,3,,,,,,,-43.948423
8314,499.53118,-497.66108,,36,38,0,2,3,3,,,,,,,-44.234636
8315,540.25125,-497.93778,,36,38,0,2,3,3,,,,,,,-44.511335
8316,572.99051,-498.13773,,36,38,0,2,3,3,,,,,,,-44.711291
8317,594.40339,-498.24098,,36,38,0,2,3,3,,,,,,,-44.814538
8318,604.33665,-498.25442,,36,38,0,2,3,3,,,,,,,-44.827983
8319,603.73897,-498.19171,,36,38,0,2,3,3,,,,,,,-44.765271
8320,593.50996,-498.06264,,36,38,0,2,3,3,,,,,,,-44.636204
8321,566.40181,-497.79951,,36,38,0,2,3,3,,,,,,,-44.373066
8322,537.84676,-497.53681,,36,38,0,2,3,3,,,,,,,-44.110367
8323,524.78106,-497.42211,,36,38,0,2,3,3,,,,,,,-43.995669
8324,524.7497,-497.43095,,36,38,0,2,3,3,,,,,,,-44.004514
8325,520.0117,-497.40286,,36,38,0,2,3,3,,,,,,,-43.976418
8326,513.66016,-497.36576,,36,38,0,2,3,3,,,,,,,-43.939315
8327,510.02488,-497.3585,,36,38,0,2,3,3,,,,,,,-43.932061
8328,511.61915,-497.40438,,36,38,0,2,3,3,,,,,,,-43.977943
8329,518.97704,-497.51021,,36,38,0,2,3,3,,,,,,,-44.083773
8330,527.71333,-497.63964,,36,38,0,2,3,3,,,,,,,-44.213201
8331,534.66784,-497.76792,,36,38,0,2,3,3,,,,,,,-44.341475
8332,538.74198,-497.88876,,36,38,0,2,3,3,,,,,,,-44.46232
8333,536.1734,-497.97,,36,38,0,2,3,3,,,,,,,-44.543565
8334,525.44219,-497.99621,,36,38,0,2,3,3,,,,,,,-44.56977
8335,506.53912,-497.96066,,36,38,0,2,3,3,,,,,,,-44.534221
8336,484.41166,-497.89828,,36,38,0,2,3,3,,,,,,,-44.471836
8337,463.4267,-497.83883,,36,38,0,2,3,3,,,,,,,-44.412386
8338,445.56465,-497.79294,,36,38,0,2,3,3,,,,,,,-44.366498
8339,431.35343,-497.76137,,36,38,0,2,3,3,,,,,,,-44.334934
8340,417.95203,-497.71685,,36,38,0,2,3,3,,,,,,,-44.290413
8341,407.26603,-497.67665,,36,38,0,2,3,3,,,,,,,-44.250214
8342,403.15985,-497.67723,,36,38,0,2,3,3,,,,,,,-44.25079
8343,407.59007,-497.73851,,36,38,0,2,3,3,,,,,,,-44.312069
8344,419.06045,-497.8491,,36,38,0,2,3,3,,,,,,,-44.422656
8345,435.35295,-497.99101,,36,38,0,2,3,3,,,,,,,-44.564569
8346,457.66649,-498.17743,,36,38,0,2,3,3,,,,,,,-44.75099
8347,483.85768,-498.39188,,36,38,0,2,3,3,,,,,,,-44.965445
8348,508.40611,-498.58832,,36,38,0,2,3,3,,,,,,,-45.161884
8349,525.65262,-498.71989,,36,38,0,2,3,3,,,,,,,-45.29345
8350,531.5196,-498.75318,,36,38,0,2,3,3,,,,,,,-45.32674
8351,525.82507,-498.68793,,36,38,0,2,3,3,,,,,,,-45.261487
8352,513.12253,-498.56437,,36,38,0,2,3,3,,,,,,,-45.13793
8353,499.39014,-498.43412,,36,38,0,2,3,3,,,,,,,-45.00768
8354,485.69973,-498.30436,,36,38,0,2,3,3,,,,,,,-44.877925
8355,469.7773,-498.15165,,36,38,0,2,3,3,,,,,,,-44.725211
8356,457.98752,-498.03129,,36,38,0,2,3,3,,,,,,,-44.60485
8357,453.0228,-497.96522,,36,38,0,2,3,3,,,,,,,-44.53878
8358,454.6443,-497.94952,,36,38,0,2,3,3,,,,,,,-44.523078
8359,460.00763,-497.95698,,36,38,0,2,3,3,,,,,,,-44.530537
8360,467.7883,-497.97443,,36,38,0,2,3,3,,,,,,,-44.547991
8361,478.17997,-498.00243,,36,38,0,2,3,3,,,,,,,-44.57599
8362,492.4906,-498.05145,,36,38,0,2,3,3,,,,,,,-44.625008
8363,508.16026,-498.09767,,36,38,0,2,3,3,,,,,,,-44.671232
8364,521.60637,-498.10908,,36,38,0,2,3,3,,,,,,,-44.682643
8365,533.84583,-498.09704,,36,38,0,2,3,3,,,,,,,-44.6706
8366,543.66283,-498.05351,,36,38,0,2,3,3,,,,,,,-44.627069
8367,556.17067,-498.02881,,36,38,0,2,3,3,,,,,,,-44.602371
8368,573.5789,-498.0475,,36,38,0,2,3,3,,,,,,,-44.621061
8369,594.20512,-498.10074,,36,38,0,2,3,3,,,,,,,-44.674298
8370,612.2025,-498.14372,,36,38,0,2,3,3,,,,,,,-44.717281
8371,619.84096,-498.11455,,36,38,0,2,3,3,,,,,,,-44.688111
8372,614.13211,-497.99107,,36,38,0,2,3,3,,,,,,,-44.564628
8373,598.87527,-497.80737,,36,38,0,2,3,3,,,,,,,-44.380933
8374,580.78327,-497.62021,,36,38,0,2,3,3,,,,,,,-44.193766
8375,567.41261,-497.49311,,36,38,0,2,3,3,,,,,,,-44.066665
8376,562.28399,-497.4547,,36,38,0,2,3,3,,,,,,,-44.028264
8377,564.23787,-497.49394,,36,38,0,2,3,3,,,,,,,-44.0675
8378,568.97608,-497.57377,,36,38,0,2,3,3,,,,,,,-44.147327
8379,569.956,-497.63791,,36,38,0,2,3,3,,,,,,,-44.211471
8380,570.00933,-497.71543,,36,38,0,2,3,3,,,,,,,-44.288994
8381,573.48166,-497.85069,,36,38,0,2,3,3,,,,,,,-44.42425
8382,574.88889,-498.00069,,36,38,0,2,3,3,,,,,,,-44.574246
8383,566.13525,-498.09519,,36,38,0,2,3,3,,,,,,,-44.668753
8384,548.21801,-498.13717,,36,38,0,2,3,3,,,,,,,-44.710725
8385,523.19071,-498.12702,,36,38,0,2,3,3,,,,,,,-44.700584
8386,495.56267,-498.07916,,36,38,0,2,3,3,,,,,,,-44.652717
8387,471.50265,-498.02734,,36,38,0,2,3,3,,,,,,,-44.600899
8388,455.00527,-497.99951,,36,38,0,2,3,3,,,,,,,-44.573074
8389,447.02638,-498.00868,,36,38,0,2,3,3,,,,,,,-44.582241
8390,446.45145,-498.05465,,36,38,0,2,3,3,,,,,,,-44.628209
8391,449.07527,-498.10882,,36,38,0,2,3,3,,,,,,,-44.682378
8392,448.73131,-498.12183,,36,38,0,2,3,3,,,,,,,-44.695394
8393,446.49251,-498.1071,,36,38,0,2,3,3,,,,,,,-44.680656
8394,443.98018,-498.08102,,36,38,0,2,3,3,,,,,,,-44.654579
8395,440.82728,-498.04096,,36,38,0,2,3,3,,,,,,,-44.614519
8396,437.00156,-497.98669,,36,38,0,2,3,3,,,,,,,-44.560247
8397,433.20104,-497.9241,,36,38,0,2,3,3,,,,,,,-44.497662
8398,431.5039,-497.87148,,36,38,0,2,3,3,,,,,,,-44.445035
8399,432.49462,-497.83354,,36,38,0,2,3,3,,,,,,,-44.4071
8400,435.86348,-497.80715,,36,38,0,2,3,3,,,,,,,-44.380712
8401,442.74495,-497.80268,,36,38,0,2,3,3,,,,,,,-44.376244
8402,453.02417,-497.81965,,36,38,0,2,3,3,,,,,,,-44.393209
8403,465.24368,-497.84621,,36,38,0,2,3,3,,,,,,,-44.41977
8404,477.68129,-497.86903,,36,38,0,2,3,3,,,,,,,-44.442586
8405,490.46171,-497.89202,,36,38,0,2,3,3,,,,,,,-44.465577
8406,504.70183,-497.92801,,36,38,0,2,3,3,,,,,,,-44.501571
8407,519.60374,-497.97263,,36,38,0,2,3,3,,,,,,,-44.546194
8408,533.99521,-498.01826,,36,38,0,2,3,3,,,,,,,-44.591822
8409,547.56354,-498.06497,,36,38,0,2,3,3,,,,,,,-44.638534
8410,557.72018,-498.09191,,36,38,0,2,3,3,,,,,,,-44.665473
8411,562.58343,-498.08403,,36,38,0,2,3,3,,,,,,,-44.657591
8412,566.05104,-498.07736,,36,38,0,2,3,3,,,,,,,-44.650921
8413,570.43209,-498.09306,,36,38,0,2,3,3,,,,,,,-44.666624
8414,570.16751,-498.08115,,36,38,0,2,3,3,,,,,,,-44.65471
8415,573.4752,-498.11624,,36,38,0,2,3,3,,,,,,,-44.689805
8416,580.61225,-498.20159,,36,38,0,2,3,3,,,,,,,-44.775147
8417,581.94034,-498.25208,,36,38,0,2,3,3,,,,,,,-44.825644
8418,568.8883,-498.18968,,36,38,0,2,3,3,,,,,,,-44.76324
8419,549.82409,-498.08686,,36,38,0,2,3,3,,,,,,,-44.660417
8420,528.14855,-497.96922,,36,38,0,2,3,3,,,,,,,-44.542776
8421,510.09888,-497.88842,,36,38,0,2,3,3,,,,,,,-44.461981
8422,499.57406,-497.87648,,36,38,0,2,3,3,,,,,,,-44.450042
8423,498.65104,-497.95109,,36,38,0,2,3,3,,,,,,,-44.524645
8424,505.20617,-498.09366,,36,38,0,2,3,3,,,,,,,-44.667224
8425,512.5178,-498.24453,,36,38,0,2,3,3,,,,,,,-44.818086
8426,514.66223,-498.35022,,36,38,0,2,3,3,,,,,,,-44.923777
8427,510.48774,-498.39882,,36,38,0,2,3,3,,,,,,,-44.972379
8428,503.86934,-498.42331,,36,38,0,2,3,3,,,,,,,-44.996873
8429,495.57365,-498.42836,,36,38,0,2,3,3,,,,,,,-45.001915
8430,486.77473,-498.42257,,36,38,0,2,3,3,,,,,,,-44.996126
8431,476.51182,-498.39548,,36,38,0,2,3,3,,,,,,,-44.969044
8432,464.02311,-498.33855,,36,38,0,2,3,3,,,,,,,-44.912112
8433,448.9866,-498.24731,,36,38,0,2,3,3,,,,,,,-44.820871
8434,432.16788,-498.12736,,36,38,0,2,3,3,,,,,,,-44.700916
8435,416.06288,-498.00037,,36,38,0,2,3,3,,,,,,,-44.573927
8436,402.02998,-497.87831,,36,38,0,2,3,3,,,,,,,-44.45187
8437,387.30542,-497.73586,,36,38,0,2,3,3,,,,,,,-44.30942
8438,379.2148,-497.63927,,36,38,0,2,3,3,,,,,,,-44.21283
8439,381.98015,-497.62666,,36,38,0,2,3,3,,,,,,,-44.200218
8440,389.76296,-497.64559,,36,38,0,2,3,3,,,,,,,-44.21915
8441,397.87577,-497.65532,,36,38,0,2,3,3,,,,,,,-44.228878
8442,411.36704,-497.70402,,36,38,0,2,3,3,,,,,,,-44.277581
8443,428.58112,-497.77969,,36,38,0,2,3,3,,,,,,,-44.353247
8444,447.67222,-497.86999,,36,38,0,2,3,3,,,,,,,-44.443548
8445,466.71217,-497.96234,,36,38,0,2,3,3,,,,,,,-44.535903
8446,483.34961,-498.03986,,36,38,0,2,3,3,,,,,,,-44.613419
8447,494.47858,-498.07725,,36,38,0,2,3,3,,,,,,,-44.650811
8448,501.81539,-498.09101,,36,38,0,2,3,3,,,,,,,-44.664566
8449,506.47961,-498.09039,,36,38,0,2,3,3,,,,,,,-44.663949
8450,509.90371,-498.08691,,36,38,0,2,3,3,,,,,,,-44.660472
8451,513.13663,-498.08864,,36,38,0,2,3,3,,,,,,,-44.662196
8452,516.71781,-498.09939,,36,38,0,2,3,3,,,,,,,-44.672952
8453,520.72663,-498.11933,,36,38,0,2,3,3,,,,,,,-44.692886
8454,524.27372,-498.14025,,36,38,0,2,3,3,,,,,,,-44.713809
8455,525.21961,-498.14284,,36,38,0,2,3,3,,,,,,,-44.716398
8456,523.24835,-498.12399,,36,38,0,2,3,3,,,,,,,-44.697551
8457,519.26108,-498.0912,,36,38,0,2,3,3,,,,,,,-44.664756
8458,514.61575,-498.05588,,36,38,0,2,3,3,,,,,,,-44.629438
8459,510.02746,-498.0236,,36,38,0,2,3,3,,,,,,,-44.597161
8460,505.68769,-497.9953,,36,38,0,2,3,3,,,,,,,-44.568857
