indx,T,PE,rU,nSi,nC,nacc_insSi,nacc_delSi,nacc_insC,nacc_delC,GammaO,Eslab,EbulkAgO,EbulkO,Phi,A,redPot
2826,458.08286,-481.31634,,36,36,0,2,1,3,,,,,,,-40.188548
2827,462.91349,-481.32065,,36,36,0,2,1,3,,,,,,,-40.192862
2828,478.56106,-481.42205,,36,36,0,2,1,3,,,,,,,-40.294265
2829,493.19826,-481.51541,,36,36,0,2,1,3,,,,,,,-40.387617
2830,502.57434,-481.56472,,36,36,0,2,1,3,,,,,,,-40.43693
2831,505.8175,-481.56336,,36,36,0,2,1,3,,,,,,,-40.435568
2832,504.61607,-481.52671,,36,36,0,2,1,3,,,,,,,-40.398917
2833,502.76491,-481.4882,,36,36,0,2,1,3,,,,,,,-40.360413
2834,501.61171,-481.45902,,36,36,0,2,1,3,,,,,,,-40.331227
2835,501.70617,-481.44337,,36,36,0,2,1,3,,,,,,,-40.315577
2836,502.99564,-481.4403,,36,36,0,2,1,3,,,,,,,-40.312512
2837,508.67888,-481.47872,,36,36,0,2,1,3,,,,,,,-40.35093
2838,520.40924,-481.57425,,36,36,0,2,1,3,,,,,,,-40.446459
2839,535.24374,-481.7021,,36,36,0,2,1,3,,,,,,,-40.574309
2840,549.4116,-481.83087,,36,36,0,2,1,3,,,,,,,-40.703083
2841,558.39713,-481.92235,,36,36,0,2,1,3,,,,,,,-40.794557
2842,562.01148,-481.97657,,36,36,0,2,1,3,,,,,,,-40.848777
2843,562.59269,-482.01539,,36,36,0,2,1,3,,,,,,,-40.887599
2844,560.02051,-482.03767,,36,36,0,2,1,3,,,,,,,-40.909879
2845,553.49309,-482.0353,,36,36,0,2,1,3,,,,,,,-40.907506
2846,540.315,-481.98173,,36,36,0,2,1,3,,,,,,,-40.853941
2847,520.07473,-481.86937,,36,36,0,2,1,3,,,,,,,-40.741576
2848,496.19498,-481.72399,,36,36,0,2,1,3,,,,,,,-40.596201
2849,476.15217,-481.60879,,36,36,0,2,1,3,,,,,,,-40.481005
2850,464.78511,-481.56506,,36,36,0,2,1,3,,,,,,,-40.437273
2851,462.18841,-481.59312,,36,36,0,2,1,3,,,,,,,-40.465332
2852,465.01092,-481.66313,,36,36,0,2,1,3,,,,,,,-40.535344
2853,471.99083,-481.76483,,36,36,0,2,1,3,,,,,,,-40.637037
2854,477.13256,-481.8452,,36,36,0,2,1,3,,,,,,,-40.717409
2855,475.70144,-481.86198,,36,36,0,2,1,3,,,,,,,-40.734191
2856,471.82912,-481.8523,,36,36,0,2,1,3,,,,,,,-40.724508
2857,471.63207,-481.8713,,36,36,0,2,1,3,,,,,,,-40.743509
2858,475.96271,-481.92699,,36,36,0,2,1,3,,,,,,,-40.799197
2859,483.30775,-482.00659,,36,36,0,2,1,3,,,,,,,-40.8788
2860,490.63789,-482.08399,,36,36,0,2,1,3,,,,,,,-40.956197
2861,494.04097,-482.12505,,36,36,0,2,1,3,,,,,,,-40.997265
2862,490.7621,-482.10554,,36,36,0,2,1,3,,,,,,,-40.977755
2863,480.9063,-482.02599,,36,36,0,2,1,3,,,,,,,-40.8982
2864,468.99819,-481.92584,,36,36,0,2,1,3,,,,,,,-40.798053
2865,458.601,-481.8352,,36,36,0,2,1,3,,,,,,,-40.707411
2866,452.03812,-481.77245,,36,36,0,2,1,3,,,,,,,-40.644664
2867,450.99224,-481.74959,,36,36,0,2,1,3,,,,,,,-40.621801
2868,456.07363,-481.76838,,36,36,0,2,1,3,,,,,,,-40.640594
2869,466.9099,-481.82159,,36,36,0,2,1,3,,,,,,,-40.693801
2870,483.36324,-481.90516,,36,36,0,2,1,3,,,,,,,-40.777372
2871,502.85127,-481.99536,,36,36,0,2,1,3,,,,,,,-40.867572
2872,522.17195,-482.06641,,36,36,0,2,1,3,,,,,,,-40.93862
2873,554.76459,-488.14397,,36,37,0,2,2,3,,,,,,,-40.866856
2874,592.17544,-488.36167,,36,37,0,2,2,3,,,,,,,-41.084558
2875,620.45321,-488.50516,,36,37,0,2,2,3,,,,,,,-41.228045
2876,643.09915,-488.61852,,36,37,0,2,2,3,,,,,,,-41.341401
2877,664.37095,-488.74911,,36,37,0,2,2,3,,,,,,,-41.471999
2878,680.85054,-488.87394,,36,37,0,2,2,3,,,,,,,-41.596824
2879,686.30326,-488.94293,,36,37,0,2,2,3,,,,,,,-41.665817
2880,685.95332,-489.00675,,36,37,0,2,2,3,,,,,,,-41.729638
2881,681.64277,-489.0825,,36,37,0,2,2,3,,,,,,,-41.80539
2882,672.32028,-489.15761,,36,37,0,2,2,3,,,,,,,-41.880496
2883,654.95254,-489.19527,,36,37,0,2,2,3,,,,,,,-41.918157
2884,628.33448,-489.16732,,36,37,0,2,2,3,,,,,,,-41.890204
2885,595.30843,-489.07808,,36,37,0,2,2,3,,,,,,,-41.800964
2886,562.84454,-488.97341,,36,37,0,2,2,3,,,,,,,-41.696295
2887,538.96747,-488.91856,,36,37,0,2,2,3,,,,,,,-41.641449
2888,529.80193,-488.97142,,36,37,0,2,2,3,,,,,,,-41.694309
2889,533.45119,-489.12188,,36,37,0,2,2,3,,,,,,,-41.844767
2890,546.99801,-489.35154,,36,37,0,2,2,3,,,,,,,-42.074427
2891,564.6232,-489.61532,,36,37,0,2,2,3,,,,,,,-42.338203
2892,579.7202,-489.85947,,36,37,0,2,2,3,,,,,,,-42.582351
2893,587.14244,-490.04112,,36,37,0,2,2,3,,,,,,,-42.764009
2894,585.3952,-490.14747,,36,37,0,2,2,3,,,,,,,-42.870354
2895,575.37697,-490.18452,,36,37,0,2,2,3,,,,,,,-42.907409
2896,557.95536,-490.15591,,36,37,0,2,2,3,,,,,,,-42.87879
2897,533.9975,-490.06383,,36,37,0,2,2,3,,,,,,,-42.786718
2898,507.4343,-489.9384,,36,37,0,2,2,3,,,,,,,-42.661284
2899,481.92138,-489.80887,,36,37,0,2,2,3,,,,,,,-42.531754
2900,460.68168,-489.70268,,36,37,0,2,2,3,,,,,,,-42.425563
2901,444.01963,-489.62233,,36,37,0,2,2,3,,,,,,,-42.345211
2902,432.75604,-489.57587,,36,37,0,2,2,3,,,,,,,-42.298751
2903,429.2998,-489.58631,,36,37,0,2,2,3,,,,,,,-42.309194
2904,433.29355,-489.65191,,36,37,0,2,2,3,,,,,,,-42.374796
2905,444.8763,-489.77568,,36,37,0,2,2,3,,,,,,,-42.498566
2906,462.57626,-489.94629,,36,37,0,2,2,3,,,,,,,-42.66917
2907,483.90882,-490.14391,,36,37,0,2,2,3,,,,,,,-42.866797
2908,502.67249,-490.31558,,36,37,0,2,2,3,,,,,,,-43.038465
2909,514.78421,-490.42753,,36,37,0,2,2,3,,,,,,,-43.150415
2910,520.46439,-490.48409,,36,37,0,2,2,3,,,,,,,-43.206975
2911,520.6815,-490.49523,,36,37,0,2,2,3,,,,,,,-43.218119
2912,515.81389,-490.4645,,36,37,0,2,2,3,,,,,,,-43.187387
2913,506.89687,-490.40041,,36,37,0,2,2,3,,,,,,,-43.123293
2914,494.23687,-490.30404,,36,37,0,2,2,3,,,,,,,-43.02693
2915,476.29158,-490.15897,,36,37,0,2,2,3,,,,,,,-42.881859
2916,455.75846,-489.9865,,36,37,0,2,2,3,,,,,,,-42.709386
2917,437.31251,-489.82576,,36,37,0,2,2,3,,,,,,,-42.548642
2918,424.06839,-489.70225,,36,37,0,2,2,3,,,,,,,-42.425131
2919,418.61017,-489.6372,,36,37,0,2,2,3,,,,,,,-42.360086
2920,425.11432,-489.66668,,36,37,0,2,2,3,,,,,,,-42.389567
2921,445.52419,-489.80704,,36,37,0,2,2,3,,,,,,,-42.529925
2922,476.48087,-490.02784,,36,37,0,2,2,3,,,,,,,-42.75073
2923,511.82636,-490.27599,,36,37,0,2,2,3,,,,,,,-42.998872
2924,543.91094,-490.4879,,36,37,0,2,2,3,,,,,,,-43.210781
2925,568.30136,-490.63108,,36,37,0,2,2,3,,,,,,,-43.353964
2926,584.98546,-490.71288,,36,37,0,2,2,3,,,,,,,-43.435769
2927,592.92165,-490.72955,,36,37,0,2,2,3,,,,,,,-43.452438
2928,590.38433,-490.669,,36,37,0,2,2,3,,,,,,,-43.391884
2929,575.73268,-490.51689,,36,37,0,2,2,3,,,,,,,-43.239771
2930,551.52741,-490.29365,,36,37,0,2,2,3,,,,,,,-43.016534
2931,524.22804,-490.05274,,36,37,0,2,2,3,,,,,,,-42.77562
2932,500.06386,-489.84516,,36,37,0,2,2,3,,,,,,,-42.568049
2933,479.7126,-489.67259,,36,37,0,2,2,3,,,,,,,-42.39548
2934,463.06777,-489.53073,,36,37,0,2,2,3,,,,,,,-42.253619
2935,447.93039,-489.39667,,36,37,0,2,2,3,,,,,,,-42.119552
2936,439.77387,-489.31734,,36,37,0,2,2,3,,,,,,,-42.040226
2937,443.61404,-489.33582,,36,37,0,2,2,3,,,,,,,-42.058702
2938,459.88889,-489.45445,,36,37,0,2,2,3,,,,,,,-42.177337
2939,484.79269,-489.63813,,36,37,0,2,2,3,,,,,,,-42.361017
2940,516.0465,-489.86734,,36,37,0,2,2,3,,,,,,,-42.590228
2941,552.07509,-490.13115,,36,37,0,2,2,3,,,,,,,-42.854037
2942,591.01885,-490.41903,,36,37,0,2,2,3,,,,,,,-43.14192
2943,626.89854,-490.68685,,36,37,0,2,2,3,,,,,,,-43.409734
2944,649.14948,-490.85144,,36,37,0,2,2,3,,,,,,,-43.574327
2945,651.63662,-490.86842,,36,37,0,2,2,3,,,,,,,-43.591305
2946,632.45723,-490.72587,,36,37,0,2,2,3,,,,,,,-43.448756
2947,589.39631,-490.40044,,36,37,0,2,2,3,,,,,,,-43.123321
2948,527.59039,-489.92614,,36,37,0,2,2,3,,,,,,,-42.649027
2949,456.33702,-489.36966,,36,37,0,2,2,3,,,,,,,-42.092542
2950,389.51111,-488.84072,,36,37,0,2,2,3,,,,,,,-41.563602
2951,344.35774,-488.4877,,36,37,0,2,2,3,,,,,,,-41.21058
2952,329.70342,-488.39015,,36,37,0,2,2,3,,,,,,,-41.113032
2953,343.69921,-488.53293,,36,37,0,2,2,3,,,,,,,-41.255813
2954,374.47301,-488.80903,,36,37,0,2,2,3,,,,,,,-41.531919
2955,407.98604,-489.09096,,36,37,0,2,2,3,,,,,,,-41.813841
2956,443.88006,-489.37616,,36,37,0,2,2,3,,,,,,,-42.099047
2957,482.1878,-489.66672,,36,37,0,2,2,3,,,,,,,-42.389603
2958,521.48028,-489.95364,,36,37,0,2,2,3,,,,,,,-42.676521
2959,558.2593,-490.21173,,36,37,0,2,2,3,,,,,,,-42.934617
2960,586.75851,-490.39747,,36,37,0,2,2,3,,,,,,,-43.120357
2961,602.20842,-490.4766,,36,37,0,2,2,3,,,,,,,-43.199487
2962,602.67822,-490.43801,,36,37,0,2,2,3,,,,,,,-43.160896
2963,590.8432,-490.30827,,36,37,0,2,2,3,,,,,,,-43.031151
2964,569.23443,-490.10869,,36,37,0,2,2,3,,,,,,,-42.831575
2965,540.14728,-489.8557,,36,37,0,2,2,3,,,,,,,-42.57859
2966,508.15844,-489.5849,,36,37,0,2,2,3,,,,,,,-42.307782
2967,479.36478,-489.34554,,36,37,0,2,2,3,,,,,,,-42.068423
2968,458.29496,-489.1739,,36,37,0,2,2,3,,,,,,,-41.896785
2969,447.81447,-489.0927,,36,37,0,2,2,3,,,,,,,-41.815589
2970,448.99518,-489.10997,,36,37,0,2,2,3,,,,,,,-41.83285
2971,459.91878,-489.20752,,36,37,0,2,2,3,,,,,,,-41.930408
2972,481.8861,-489.39757,,36,37,0,2,2,3,,,,,,,-42.120451
2973,513.69455,-489.67131,,36,37,0,2,2,3,,,,,,,-42.394197
2974,548.44103,-489.97108,,36,37,0,2,2,3,,,,,,,-42.693962
2975,577.64756,-490.22781,,36,37,0,2,2,3,,,,,,,-42.950697
2976,593.92025,-490.38332,,36,37,0,2,2,3,,,,,,,-43.106206
2977,594.99277,-490.42417,,36,37,0,2,2,3,,,,,,,-43.147053
2978,581.41991,-490.35816,,36,37,0,2,2,3,,,,,,,-43.08104
2979,557.03955,-490.21775,,36,37,0,2,2,3,,,,,,,-42.940637
2980,526.84637,-490.04176,,36,37,0,2,2,3,,,,,,,-42.764642
2981,493.4088,-489.84443,,36,37,0,2,2,3,,,,,,,-42.567317
2982,460.70821,-489.6522,,36,37,0,2,2,3,,,,,,,-42.375088
2983,434.35476,-489.50848,,36,37,0,2,2,3,,,,,,,-42.23137
2984,416.82973,-489.43147,,36,37,0,2,2,3,,,,,,,-42.154352
2985,409.76496,-489.43468,,36,37,0,2,2,3,,,,,,,-42.157567
2986,412.26924,-489.51058,,36,37,0,2,2,3,,,,,,,-42.233465
2987,422.17502,-489.64091,,36,37,0,2,2,3,,,,,,,-42.363791
2988,436.86003,-489.8036,,36,37,0,2,2,3,,,,,,,-42.526485
2989,452.72822,-489.96808,,36,37,0,2,2,3,,,,,,,-42.690969
2990,466.85386,-490.10985,,36,37,0,2,2,3,,,,,,,-42.832734
2991,478.44967,-490.22367,,36,37,0,2,2,3,,,,,,,-42.946553
2992,486.35085,-490.30063,,36,37,0,2,2,3,,,,,,,-43.023511
2993,491.55331,-490.35096,,36,37,0,2,2,3,,,,,,,-43.073848
2994,493.63529,-490.37165,,36,37,0,2,2,3,,,,,,,-43.094531
2995,491.20357,-490.35038,,36,37,0,2,2,3,,,,,,,-43.073265
2996,481.8286,-490.26459,,36,37,0,2,2,3,,,,,,,-42.987472
2997,467.87166,-490.13399,,36,37,0,2,2,3,,,,,,,-42.856871
2998,453.60681,-489.9947,,36,37,0,2,2,3,,,,,,,-42.71759
2999,442.89507,-489.8789,,36,37,0,2,2,3,,,,,,,-42.601781
3000,438.9758,-489.81301,,36,37,0,2,2,3,,,,,,,-42.535895
3001,443.76394,-489.81159,,36,37,0,2,2,3,,,,,,,-42.534478
3002,457.41642,-489.87351,,36,37,0,2,2,3,,,,,,,-42.596393
3003,477.76981,-489.97744,,36,37,0,2,2,3,,,,,,,-42.700327
3004,503.45272,-490.11109,,36,37,0,2,2,3,,,,,,,-42.833974
3005,531.80022,-490.25309,,36,37,0,2,2,3,,,,,,,-42.975975
3006,560.82284,-490.39155,,36,37,0,2,2,3,,,,,,,-43.114435
3007,587.36458,-490.50668,,36,37,0,2,2,3,,,,,,,-43.229566
3008,608.3325,-490.58059,,36,37,0,2,2,3,,,,,,,-43.303479
3009,621.75563,-490.60451,,36,37,0,2,2,3,,,,,,,-43.327396
3010,624.94565,-490.56044,,36,37,0,2,2,3,,,,,,,-43.283324
3011,612.83367,-490.40507,,36,37,0,2,2,3,,,,,,,-43.127954
3012,588.76445,-490.16642,,36,37,0,2,2,3,,,,,,,-42.889308
3013,559.26947,-489.89768,,36,37,0,2,2,3,,,,,,,-42.620562
3014,529.96963,-489.64276,,36,37,0,2,2,3,,,,,,,-42.365644
3015,505.88813,-489.44106,,36,37,0,2,2,3,,,,,,,-42.163942
3016,491.04215,-489.32483,,36,37,0,2,2,3,,,,,,,-42.047718
3017,485.64925,-489.29394,,36,37,0,2,2,3,,,,,,,-42.016827
3018,489.63762,-489.34741,,36,37,0,2,2,3,,,,,,,-42.070299
3019,501.56534,-489.47352,,36,37,0,2,2,3,,,,,,,-42.196403
3020,516.02474,-489.62622,,36,37,0,2,2,3,,,,,,,-42.349107
3021,528.0643,-489.76473,,36,37,0,2,2,3,,,,,,,-42.487612
3022,534.07572,-489.86086,,36,37,0,2,2,3,,,,,,,-42.583748
3023,530.93413,-489.88987,,36,37,0,2,2,3,,,,,,,-42.612751
3024,519.79067,-489.86373,,36,37,0,2,2,3,,,,,,,-42.586619
3025,503.6586,-489.80888,,36,37,0,2,2,3,,,,,,,-42.531762
3026,485.93171,-489.7526,,36,37,0,2,2,3,,,,,,,-42.475484
3027,470.67985,-489.72716,,36,37,0,2,2,3,,,,,,,-42.45004
3028,457.82397,-489.72655,,36,37,0,2,2,3,,,,,,,-42.449439
3029,444.10999,-489.71531,,36,37,0,2,2,3,,,,,,,-42.438195
3030,428.98313,-489.68224,,36,37,0,2,2,3,,,,,,,-42.405122
3031,413.39544,-489.63088,,36,37,0,2,2,3,,,,,,,-42.353761
3032,400.80469,-489.58981,,36,37,0,2,2,3,,,,,,,-42.312699
3033,391.91868,-489.56468,,36,37,0,2,2,3,,,,,,,-42.287569
3034,385.29268,-489.54255,,36,37,0,2,2,3,,,,,,,-42.265431
3035,379.7015,-489.51262,,36,37,0,2,2,3,,,,,,,-42.235501
3036,378.63888,-489.50678,,36,37,0,2,2,3,,,,,,,-42.229665
3037,387.09904,-489.57046,,36,37,0,2,2,3,,,,,,,-42.293344
3038,407.83069,-489.7285,,36,37,0,2,2,3,,,,,,,-42.451386
3039,439.93713,-489.97309,,36,37,0,2,2,3,,,,,,,-42.695975
3040,478.24305,-490.25926,,36,37,0,2,2,3,,,,,,,-42.98214
3041,516.59728,-490.53594,,36,37,0,2,2,3,,,,,,,-43.258829
3042,549.93524,-490.76441,,36,37,0,2,2,3,,,,,,,-43.487298
3043,574.63595,-490.91997,,36,37,0,2,2,3,,,,,,,-43.642852
3044,587.89361,-490.98446,,36,37,0,2,2,3,,,,,,,-43.707349
3045,588.86805,-490.95486,,36,37,0,2,2,3,,,,,,,-43.677746
3046,577.45425,-490.83134,,36,37,0,2,2,3,,,,,,,-43.554223
3047,554.42105,-490.61849,,36,37,0,2,2,3,,,,,,,-43.341378
3048,523.30903,-490.3434,,36,37,0,2,2,3,,,,,,,-43.066286
3049,486.95685,-490.02531,,36,37,0,2,2,3,,,,,,,-42.748193
3050,452.42942,-489.72166,,36,37,0,2,2,3,,,,,,,-42.444544
3051,428.02788,-489.50223,,36,37,0,2,2,3,,,,,,,-42.225115
3052,418.09035,-489.40223,,36,37,0,2,2,3,,,,,,,-42.12512
3053,423.97965,-489.43041,,36,37,0,2,2,3,,,,,,,-42.15329
3054,443.094,-489.55928,,36,37,0,2,2,3,,,,,,,-42.282169
3055,471.43796,-489.74858,,36,37,0,2,2,3,,,,,,,-42.471468
3056,505.1951,-489.96051,,36,37,0,2,2,3,,,,,,,-42.683398
3057,541.76854,-490.17108,,36,37,0,2,2,3,,,,,,,-42.89397
3058,576.3964,-490.34185,,36,37,0,2,2,3,,,,,,,-43.064731
3059,604.55209,-490.44249,,36,37,0,2,2,3,,,,,,,-43.165376
3060,620.16367,-490.43243,,36,37,0,2,2,3,,,,,,,-43.155316
3061,618.81581,-490.28502,,36,37,0,2,2,3,,,,,,,-43.007908
3062,600.25518,-490.0052,,36,37,0,2,2,3,,,,,,,-42.728082
3063,575.33697,-489.69079,,36,37,0,2,2,3,,,,,,,-42.413675
3064,552.10144,-489.4092,,36,37,0,2,2,3,,,,,,,-42.132088
3065,534.86947,-489.19367,,36,37,0,2,2,3,,,,,,,-41.916552
3066,525.25296,-489.05415,,36,37,0,2,2,3,,,,,,,-41.777037
3067,523.10584,-488.98646,,36,37,0,2,2,3,,,,,,,-41.709342
3068,525.16021,-488.95979,,36,37,0,2,2,3,,,,,,,-41.682675
3069,525.0427,-488.91652,,36,37,0,2,2,3,,,,,,,-41.639406
3070,520.05744,-488.83218,,36,37,0,2,2,3,,,,,,,-41.555067
3071,514.93988,-488.74878,,36,37,0,2,2,3,,,,,,,-41.47167
3072,516.19368,-488.7238,,36,37,0,2,2,3,,,,,,,-41.446684
3073,527.77717,-488.79239,,36,37,0,2,2,3,,,,,,,-41.515273
3074,548.756,-488.94729,,36,37,0,2,2,3,,,,,,,-41.670179
3075,574.44356,-489.14993,,36,37,0,2,2,3,,,,,,,-41.87282
3076,596.92248,-489.33514,,36,37,0,2,2,3,,,,,,,-42.058024
3077,608.62515,-489.44198,,36,37,0,2,2,3,,,,,,,-42.164869
3078,609.00133,-489.47213,,36,37,0,2,2,3,,,,,,,-42.195013
3079,600.06166,-489.44841,,36,37,0,2,2,3,,,,,,,-42.171298
3080,586.94275,-489.41992,,36,37,0,2,2,3,,,,,,,-42.142808
3081,572.41546,-489.41272,,36,37,0,2,2,3,,,,,,,-42.135601
3082,557.0977,-489.43033,,36,37,0,2,2,3,,,,,,,-42.153212
3083,540.05476,-489.45658,,36,37,0,2,2,3,,,,,,,-42.179466
3084,521.15785,-489.47576,,36,37,0,2,2,3,,,,,,,-42.198643
3085,503.13994,-489.49549,,36,37,0,2,2,3,,,,,,,-42.218372
3086,483.29923,-489.47627,,36,37,0,2,2,3,,,,,,,-42.199153
3087,464.11614,-489.4322,,36,37,0,2,2,3,,,,,,,-42.155088
3088,450.30925,-489.40562,,36,37,0,2,2,3,,,,,,,-42.128509
3089,445.47598,-489.43374,,36,37,0,2,2,3,,,,,,,-42.156629
3090,449.45287,-489.52119,,36,37,0,2,2,3,,,,,,,-42.244076
3091,459.28962,-489.64672,,36,37,0,2,2,3,,,,,,,-42.369607
3092,471.26855,-489.78113,,36,37,0,2,2,3,,,,,,,-42.504011
3093,480.84233,-489.88675,,36,37,0,2,2,3,,,,,,,-42.609633
3094,482.5772,-489.91649,,36,37,0,2,2,3,,,,,,,-42.639374
3095,477.44033,-489.88002,,36,37,0,2,2,3,,,,,,,-42.602902
3096,466.04918,-489.78235,,36,37,0,2,2,3,,,,,,,-42.505233
3097,449.93496,-489.63602,,36,37,0,2,2,3,,,,,,,-42.358903
3098,433.79668,-489.48156,,36,37,0,2,2,3,,,,,,,-42.204441
3099,423.78595,-489.37279,,36,37,0,2,2,3,,,,,,,-42.095678
3100,423.80877,-489.34363,,36,37,0,2,2,3,,,,,,,-42.066517
3101,433.11439,-489.38633,,36,37,0,2,2,3,,,,,,,-42.109211
3102,450.04855,-489.48593,,36,37,0,2,2,3,,,,,,,-42.208818
3103,470.03068,-489.60219,,36,37,0,2,2,3,,,,,,,-42.325076
3104,489.34148,-489.70417,,36,37,0,2,2,3,,,,,,,-42.427053
3105,506.16767,-489.77908,,36,37,0,2,2,3,,,,,,,-42.501969
3106,522.34217,-489.8473,,36,37,0,2,2,3,,,,,,,-42.570181
3107,539.8999,-489.93071,,36,37,0,2,2,3,,,,,,,-42.653592
3108,557.77167,-490.02339,,36,37,0,2,2,3,,,,,,,-42.746278
3109,572.7052,-490.1001,,36,37,0,2,2,3,,,,,,,-42.822988
3110,582.67502,-490.14626,,36,37,0,2,2,3,,,,,,,-42.869144
3111,588.43222,-490.17138,,36,37,0,2,2,3,,,,,,,-42.894268
3112,586.80277,-490.14818,,36,37,0,2,2,3,,,,,,,-42.871068
3113,577.20562,-490.07115,,36,37,0,2,2,3,,,,,,,-42.794037
3114,562.12014,-489.96053,,36,37,0,2,2,3,,,,,,,-42.683414
3115,543.98894,-489.83506,,36,37,0,2,2,3,,,,,,,-42.557944
3116,527.53225,-489.73399,,36,37,0,2,2,3,,,,,,,-42.45687
3117,514.31201,-489.66882,,36,37,0,2,2,3,,,,,,,-42.391706
3118,499.71393,-489.59553,,36,37,0,2,2,3,,,,,,,-42.318411
3119,485.35653,-489.52648,,36,37,0,2,2,3,,,,,,,-42.249368
3120,476.67854,-489.50916,,36,37,0,2,2,3,,,,,,,-42.232046
3121,478.23447,-489.58484,,36,37,0,2,2,3,,,,,,,-42.307722
3122,489.73636,-489.75312,,36,37,0,2,2,3,,,,,,,-42.476003
3123,503.53591,-489.94836,,36,37,0,2,2,3,,,,,,,-42.671249
3124,511.63944,-490.10165,,36,37,0,2,2,3,,,,,,,-42.824538
3125,509.94068,-490.17745,,36,37,0,2,2,3,,,,,,,-42.90033
3126,499.64917,-490.18576,,36,37,0,2,2,3,,,,,,,-42.908649
3127,483.56407,-490.14874,,36,37,0,2,2,3,,,,,,,-42.871623
3128,467.84515,-490.1176,,36,37,0,2,2,3,,,,,,,-42.840482
3129,457.85296,-490.13722,,36,37,0,2,2,3,,,,,,,-42.860105
3130,455.25621,-490.22047,,36,37,0,2,2,3,,,,,,,-42.943357
3131,457.75393,-490.34532,,36,37,0,2,2,3,,,,,,,-43.068209
3132,459.81667,-490.46038,,36,37,0,2,2,3,,,,,,,-43.183267
3133,456.80271,-490.52159,,36,37,0,2,2,3,,,,,,,-43.24447
3134,446.63907,-490.50711,,36,37,0,2,2,3,,,,,,,-43.229999
3135,432.19928,-490.44016,,36,37,0,2,2,3,,,,,,,-43.163041
3136,417.02917,-490.35089,,36,37,0,2,2,3,,,,,,,-43.073776
3137,406.39226,-490.28631,,36,37,0,2,2,3,,,,,,,-43.009193
3138,402.54044,-490.26735,,36,37,0,2,2,3,,,,,,,-42.990236
3139,402.23634,-490.26559,,36,37,0,2,2,3,,,,,,,-42.988471
3140,405.57017,-490.28299,,36,37,0,2,2,3,,,,,,,-43.005872
3141,414.53211,-490.33887,,36,37,0,2,2,3,,,,,,,-43.061753
3142,431.0572,-490.45249,,36,37,0,2,2,3,,,,,,,-43.175373
3143,453.5431,-490.61205,,36,37,0,2,2,3,,,,,,,-43.334931
3144,475.17734,-490.76,,36,37,0,2,2,3,,,,,,,-43.482883
3145,490.13574,-490.84856,,36,37,0,2,2,3,,,,,,,-43.571449
3146,498.27439,-490.88032,,36,37,0,2,2,3,,,,,,,-43.603205
3147,502.20316,-490.88073,,36,37,0,2,2,3,,,,,,,-43.603611
3148,506.0692,-490.88754,,36,37,0,2,2,3,,,,,,,-43.610421
3149,511.61236,-490.91606,,36,37,0,2,2,3,,,,,,,-43.638941
3150,517.11228,-490.9503,,36,37,0,2,2,3,,,,,,,-43.673183
3151,521.91172,-490.98398,,36,37,0,2,2,3,,,,,,,-43.706867
3152,522.64468,-490.98647,,36,37,0,2,2,3,,,,,,,-43.709352
3153,515.24714,-490.91966,,36,37,0,2,2,3,,,,,,,-43.642543
3154,512.72521,-490.89973,,36,37,0,2,2,3,,,,,,,-43.622619
3155,517.48735,-490.94776,,36,37,0,2,2,3,,,,,,,-43.670644
3156,519.49034,-490.97351,,36,37,0,2,2,3,,,,,,,-43.696398
3157,507.35062,-490.87364,,36,37,0,2,2,3,,,,,,,-43.596528
3158,487.87108,-490.70764,,36,37,0,2,2,3,,,,,,,-43.430529
3159,466.13371,-490.51823,,36,37,0,2,2,3,,,,,,,-43.241118
3160,445.02155,-490.32839,,36,37,0,2,2,3,,,,,,,-43.051276
3161,428.53059,-490.17177,,36,37,0,2,2,3,,,,,,,-42.894657
3162,418.2138,-490.06055,,36,37,0,2,2,3,,,,,,,-42.783435
3163,414.56515,-489.99779,,36,37,0,2,2,3,,,,,,,-42.720675
3164,419.16602,-489.99685,,36,37,0,2,2,3,,,,,,,-42.719731
3165,430.4805,-490.04323,,36,37,0,2,2,3,,,,,,,-42.766113
3166,444.32664,-490.09968,,36,37,0,2,2,3,,,,,,,-42.822563
3167,455.01333,-490.11655,,36,37,0,2,2,3,,,,,,,-42.839439
3168,459.91379,-490.07325,,36,37,0,2,2,3,,,,,,,-42.796133
3169,461.36325,-489.99378,,36,37,0,2,2,3,,,,,,,-42.716669
3170,462.79438,-489.91141,,36,37,0,2,2,3,,,,,,,-42.634294
3171,466.53562,-489.84898,,36,37,0,2,2,3,,,,,,,-42.571869
3172,473.08934,-489.81282,,36,37,0,2,2,3,,,,,,,-42.535708
3173,481.08164,-489.79271,,36,37,0,2,2,3,,,,,,,-42.515595
3174,490.07528,-489.78693,,36,37,0,2,2,3,,,,,,,-42.509818
3175,498.22365,-489.78074,,36,37,0,2,2,3,,,,,,,-42.503623
3176,503.49547,-489.75724,,36,37,0,2,2,3,,,,,,,-42.480128
3177,504.34282,-489.70302,,36,37,0,2,2,3,,,,,,,-42.425906
3178,501.2014,-489.62143,,36,37,0,2,2,3,,,,,,,-42.344319
3179,494.19418,-489.51209,,36,37,0,2,2,3,,,,,,,-42.234977
3180,485.87731,-489.39595,,36,37,0,2,2,3,,,,,,,-42.118834
3181,482.03572,-489.32306,,36,37,0,2,2,3,,,,,,,-42.045941
3182,482.75348,-489.2925,,36,37,0,2,2,3,,,,,,,-42.015383
